folder,album_artist,album,current_genre,tracks,new_genre,
Y:\Fontaines D.C. - Romance (2024) [24Bit-44.1kHz] FLAC [PMEDIA] ⭐️,FONTAINES D.C.,Romance,Alternative & Indie,11,,
Y:\Four Tet\Four Tet - Everything Ecstatic (2005),Four Tet,Everything Ecstatic,,10,,
Y:\Four Tet\Four Tet - New Energy (2017),Four Tet,New Energy,IDM / Trip-Hop / Experimental,14,,
Y:\Four Tet\Four Tet - Rounds (10th Anniversary Edition)(2013),Four Tet,Rounds (10th Anniversary Edition),Electronic,17,,
Y:\Francoise Hardy\Francoise Hardy - L'amour fou (2012),Fran,L'amour fou,,10,,
Y:\Francoise Hardy\Francoise Hardy - La Question (1971),Francoise Hardy,La Question,,12,,
Y:\Francoise Hardy\Francoise Hardy - Mon Amie La Rose (Legacy Edition) (2025),Francoise Hardy,Mon amie la rose (Legacy Edition),,22,,
Y:\Francoise Hardy\Francoise Hardy - Tous les garcons et les filles (1962),Francoise Hardy,Tous les garcons et les filles,,12,,
Y:\Francoiz Breut\Francoiz Breut - La Chirurgie Des Sentiments (2012),Francoiz Breut,La Chirurgie Des Sentiments,,11,,
Y:\Frank Black\Frank Black - No Big Deal (1993),Frank Black,No Big Deal,,18,,
Y:\Frank Ocean\Frank Ocean - Blonde (2016),Frank Ocean,Blonde,R&B,17,,
Y:\Frank Sinatra\Frank Sinatra - A Jolly Christmas from Frank Sinatra (1957),Frank Sinatra,A Jolly Christmas from Frank Sinatra,,15,,
Y:\Frank Sinatra\Frank Sinatra - Come Fly With Me(1958),Frank Sinatra,Come Fly With Me,,12,,
Y:\Frank Sinatra\Frank Sinatra - In The Wee Small Hours(1955),Frank Sinatra,In The Wee Small Hours,Jazz,16,,
Y:\Frank Sinatra\Frank Sinatra - Sings For Only The Lonely(1958),Frank Sinatra,Sings For Only The Lonely,,12,,
Y:\Frank Sinatra\Frank Sinatra - Songs for Swingin' Lovers (1956),Frank Sinatra,Songs for Swingin' Lovers,,15,,
Y:\Frank Sinatra\Frank Sinatra - Songs for Swingin_ Lovers(1956),Frank Sinatra,Songs for Swingin' Lovers,,15,,
Y:\Frank Sinatra\Frank Sinatra - Songs For Swingin_ Lovers (1990_ Remaster)(1956),Frank Sinatra,"Songs For Swingin' Lovers (1990, Remaster)",Blues,15,,
Y:\Frank Sinatra Antonio Jobim\Frank Sinatra Antonio Jobim - Francis Albert Sinatra & Antonio Carlos Jobim(1967),"Frank Sinatra, Antonio Jobim",Francis Albert Sinatra & Antonio Carlos Jobim,,10,,
Y:\Frank Zappa\Frank Zappa - Weasels Ripped My Flesh (1970),Frank Zappa,Weasels Ripped My Flesh,,11,,
Y:\Frank Zappa\Frank Zappa - the Mothers Of Invention (1966),"Frank Zappa, the Mothers Of Invention","Freak Out! (1985, Remastered UK)",,14,,
Y:\Frankie Goes To Hollywood\Frankie Goes To Hollywood - Welcome To The Pleasuredome (25th Anniversary Deluxe Edition) (2010),Frankie Goes To Hollywood,Welcome To The Pleasuredome (25th Anniversary Deluxe Edition),,29,,
Y:\Frankie Knuckles\Frankie Knuckles Presents_ His Greatest Hits from Trax Records (2014),Frankie Knuckles,Frankie Knuckles Presents: His Greatest Hits from Trax Records,"Electronic, House, Funky",2,,
Y:\_Untagged\Greatest - Frankie Knuckles (2014),Frankie Knuckles,Greatest - Frankie Knuckles,"Electronic, House, Funky",5,,
Y:\Frankie Knuckles\House Masters_ Frankie Knuckles (2015-04-27),Frankie Knuckles,House Masters: Frankie Knuckles,"Electronic, House, Funky",2,,
Y:\Frankie Knuckles\Frankie Knuckles & Eric Kupper _ Director's Cut\The Director’s Cut Collection (2019-06-28),Frankie Knuckles & Eric Kupper / Director's Cut,The Director’s Cut Collection,Deep House / Nu-Disco / Funky,20,,
Y:\Frankie Knuckles\Frankie Knuckles & Eric Kupper _ Director's Cut\The Director’s Cut Collection (2019-07-05),Frankie Knuckles & Eric Kupper / Director's Cut,The Director’s Cut Collection,Deep House / Nu-Disco / Funky,2,,
Y:\Frankie Knuckles\Frankie Knuckles featuring Adeva\Too Many Fish (1995-05-12),Frankie Knuckles featuring Adeva,Too Many Fish,,5,,
Y:\Compilations\Various Artists - Frankie Knuckles Pres. Tales From Beyond The Tone Arm (2012),"Frankie Knuckles, Directorâ€™s Cut",Frankie Knuckles Pres. Tales From Beyond The Tone Arm,,28,,
Y:\Krafty kuts\Krafty kuts - Against The Grain Classics (2010),Freestylers,Against The Grain Classics,,29,,
Y:\Compilations\Various Artists - Late Night Tales Friendly Fires (2012),Friendly Fires,Late Night Tales: Friendly Fires,,20,,
Y:\Fripp and Eno\Fripp and Eno - No Pussyfooting (Remastered) (2 CD) (2008),Fripp and Eno,No Pussyfooting (Remastered) (2 CD),,19,,
Y:\Fugazi\Fugazi - End Hits(1997),Fugazi,End Hits,,13,,
Y:\Fugazi\Fugazi - Red Medicine(1995),Fugazi,Red Medicine,,13,,
Y:\Fugazi\Fugazi - Steady Diet Of Nothing(1991),Fugazi,Steady Diet Of Nothing,,11,,
Y:\Fugees\Fugees - The Score (1996),Fugees,The Score,,17,,
Y:\Fujiya & Miyagi\Fujiya & Miyagi - Electro Karaoke In The Negative Style (2003),Fujiya & Miyagi,Electro Karaoke In The Negative Style,,12,,
Y:\Fujiya & Miyagi\Fujiya & Miyagi - Transparent Things (2006),Fujiya & Miyagi,Transparent Things,,9,,
Y:\Fun Boy Three\Fun Boy Three - Fun Boy Three (1982),Fun Boy Three,Fun Boy Three,,11,,
Y:\Fun Boy Three\Fun Boy Three - Waiting (1983),Fun Boy Three,Waiting,,10,,
Y:\LTJ Bukem\LTJ Bukem - Various Artists (2009),Furney,Fabric Live 46,,18,,
Y:\Furry Lewis\Furry Lewis - Robert Lockwood (2010),Furry Lewis,ABC of the Blues [52-CD Box Set]  [CD 26],,20,Blues,
Y:\Future Islands\Future Islands - On The Water (2011),Future Islands,On The Water,,11,,
Y:\Future Islands\Future Islands - Singles(2014),Future Islands,Singles,,10,,
Y:\Future Islands\Future Islands - The Far Field (2017),Future Islands,The Far Field,Indie,12,,
Y:\Galaxie 500\Galaxie 500 - On Fire(1989),Galaxie 500,On Fire,,13,,
Y:\Galaxie 500\Galaxie 500 - This Is Our Music(1990),Galaxie 500,This Is Our Music,,10,,
Y:\Galaxie 500\Galaxie 500 - Today 4(1988),Galaxie 500,Today 4,,10,,
Y:\Gary Numan\Gary Numan - The Complete John Peel Sessions (2007),Gary Numan,The Complete John Peel Sessions,,16,,
Y:\Gary Numan\Gary Numan - The Pleasure Principle (1979),Gary Numan,The Pleasure Principle,,17,,
Y:\Gary Numan\Gary Numan - Tubeway Army (1978),Gary Numan,Tubeway Army,,12,,
Y:\Hot Chip\Hot Chip - Various Artists (2009),Gas,A Bugged Out Mix By Hot Chip [CD 1]: Bugged Out,Blues,44,,
Y:\Gaussian Curve\Gaussian Curve - Clouds (2014),Gaussian Curve,Clouds,Electronic,8,,
Y:\Gene\Gene - Olympian (US)(1995),Gene,Olympian (US),,13,,
Y:\Gene Ammons\Gene Ammons - Late Hour Special (Reissue 1997) CD (1962),Gene Ammons,Late Hour Special (Reissue 1997) CD,,7,,
Y:\Gene Ammons\Gene Ammons - Sonny Stitt (1990),"Gene Ammons, Sonny Stitt",Boss Tenors: Straight Ahead From Chicago 1961,,5,,
"Y:\Gene Clark\Gene Clark - No Other (1989, Remaster) (1974)",Gene Clark,"No Other (1989, Remaster)",,8,,
Y:\Buddy Rich\Buddy Rich - Gene Krupa (1994),"Gene Krupa, Buddy Rich",Krupa And Rich (Bonus Track),,7,,
Y:\Buddy Rich\Buddy Rich - Gene Krupa (1952),"Gene Krupa, Buddy Rich",The Original Drum Battle,,6,,
"Y:\Compilations\Various Artists - Loud, Fast & Out Of Control - The Wild Sounds Of The '50s (1999)",Gene Vincent & His Blue Caps,"Loud, Fast & Out Of Control - The Wild Sounds Of The '50s [CD 3]",,104,,
Y:\Georg Friedrich Handel\Georg Friedrich Handel - The Messiah  (Robert Shaw Chorale & Orchestra) (1966),Georg Friedrich Handel,The Messiah  (Robert Shaw Chorale & Orchestra) [CD 2],,53,,
Y:\Prosumer\Prosumer - Various Artists (2014),George Acosta & Erick Paredes,Fabric 79,Blues,24,,
Y:\George Harrison\Cloud Nine (1987),George Harrison,Cloud Nine,,11,,
Y:\#recycle\Releases\release_814190,George Harrison,Somewhere In England,,9,,
Y:\George Harrison\Somewhere in England (2007-10-09),George Harrison,Somewhere in England,,1,,
"Y:\George Harrison\George Harrison - The Apple Years 1968-75 (7CD, Box-Set) (2014)",George Harrison,"The Apple Years 1968-75 (7CD, Box-Set) [CD 1]: 1968, Wonderwall Music",,87,,
Y:\Georges Bizet\Georges Bizet - Carmen (1975),Georges Bizet,Carmen,,40,,
Y:\Giacomo Puccini\Giacomo Puccini - La Boheme Madame Butterfly (2005),Giacomo Puccini,La Boheme: Madame Butterfly,,18,,
Y:\Gil Scott-Heron\Gil Scott-Heron - Pieces Of A Man (1993),Gil Scott-Heron,Pieces Of A Man,,11,,
Y:\Giorgio Moroder\Club Remixes Selection One (2018-04-21),Giorgio Moroder,Club Remixes Selection One,Minimal/Tech House,9,,
"Y:\Giorgio Moroder\Instrumental Remixes, Vol. 1 (2021-08-20)",Giorgio Moroder,"Instrumental Remixes, Vol. 1",Electronic,25,,
Y:\#recycle\Releases\release_235982,Giorgio Moroder,On The Radio,,1,,
Y:\_Untagged\On The Radio (2000),Giorgio Moroder,On The Radio,,1,,
Y:\Girl Talk\Girl Talk - Night Ripper (2006),Girl Talk,Night Ripper,,16,,
"Y:\Girls\Girls - Father, Son, Holy Ghost (2011)",Girls,"Father, Son, Holy Ghost",,11,,
Y:\Glenn Branca\Glenn Branca - The Ascension (1981),Glenn Branca,The Ascension,,5,,
Y:\Glenn Miller\Glenn Miller - Big Bands Of The Swingin' Years Glenn Miller (Digitally Remastered) (2010),Glenn Miller,Big Bands Of The Swingin' Years: Glenn Miller (Digitally Remastered),,10,,
Y:\Compilations\Various Artists - Late Night Tales By Matt Helders From Arctic Monkeys (2008),Goblin,Late Night Tales By Matt Helders From Arctic Monkeys,,20,,
Y:\Go-Go_s\Go-Go_s - Beauty And The Beat - 30th Anniversary Edition (2011_ Remaster)(1981),Go-Go's,"Beauty And The Beat - 30th Anniversary Edition (2011, Remaster) [CD 2]",Blues,17,,
Y:\Go-Go_s\Go-Go_s - Return To The Valley Of The Go-Go_s(1994),Go-Go's,Return To The Valley Of The Go-Go's [CD 1],,36,,
Y:\Go-Go_s\Go-Go_s - Vacation(1982),Go-Go's,Vacation,,12,,
Y:\Various Artists Goldie\Various Artists Goldie - The Alchemist_ The Best Of 1992-2012(2013),Goldie,The Alchemist: The Best Of 1992-2012,Drum & Bass,37,,
Y:\Goldie\Goldie - Timeless (2CD) (1995),Goldie,Timeless (2CD),,12,,
Y:\Gomez\Gomez - Bring It On (10th Anniversary Collectors Edition) [2CD](2008),Gomez,Bring It On (10th Anniversary Collectors Edition) [2CD],,28,,
Y:\Gorillaz\Gorillaz - Demon Days(2005),Gorillaz,Demon Days,Blues,15,,
Y:\Gorillaz\Gorillaz - Gorillaz(2001),Gorillaz,Gorillaz,Blues,15,,
Y:\Gorillaz\Gorillaz - Humanz (2017),Gorillaz,Humanz,"indie, electronic, hip-hop",20,,
Y:\Gorillaz\Gorillaz - Plastic Beach(2010),Gorillaz,Plastic Beach,,16,,
Y:\Gorillaz\Gorillaz - The Now Now (2018),Gorillaz,The Now Now,Blues,11,,
Y:\Grace Jones\Grace Jones - Nightclubbing (1981),Grace Jones,Nightclubbing,,7,,
Y:\Gram Parsons\Gram Parsons - GP (cat # Mobile Fidelity Sound Lab - UDSA (1973),Gram Parsons,GP (cat #: Mobile Fidelity Sound Lab - UDSACD 2058),,11,,
Y:\Gram Parsons\Gram Parsons - Grievous Angel (cat # Mobile Fidelity Sound Lab - UDSA (1974),Gram Parsons,Grievous Angel (cat #: Mobile Fidelity Sound Lab - UDSACD 2059),Blues,9,,
Y:\Grandmaster Flash\Grandmaster Flash - The Adventures of Grandmaster Flash on Wheels of Steel(1981),Grandmaster Flash,The Adventures of Grandmaster Flash on Wheels of Steel,,2,,
Y:\Grandmaster Flash & The Furious Five\Grandmaster Flash & The Furious Five - The Message(1982),Grandmaster Flash & The Furious Five,The Message,,8,,
Y:\Compilations\Various Artists - Blue Note Trip 8 - Compiled by Dj Maestro (2CD) (2009),Grant Green,Blue Note Trip 8 - Compiled by Dj Maestro (2CD),,31,,
"Y:\Grateful Dead\Grateful Dead - 30 Trips Around The Sun The Definitive Live Story 1965-1995 (4CD, Box-Sert) (2015)",Grateful Dead,30 Trips Around the Sun: The Definitive Story (1965-1995),Country Rock,31,Rock,
Y:\Grateful Dead\Grateful Dead - Aoxomoxoa (1969),Grateful Dead,Aoxomoxoa,,8,Rock,
"Y:\Grateful Dead\Grateful Dead - Europe '72 (1990, Remaster) (1972)",Grateful Dead,"Europe '72 (1990, Remaster) [CD 1]",Blues,17,Rock,
Y:\Grateful Dead\Grateful Dead - Grateful Dead (Skull And Roses) (1971),Grateful Dead,Grateful Dead (Skull And Roses),,14,Rock,
"Y:\Grateful Dead\Grateful Dead - The Grateful Dead (2067, Remastered US) (1967)",Grateful Dead,"The Grateful Dead (2067, Remastered US)",,15,Rock,
Y:\Greenhornes\Greenhornes - East Grand Blues (ep) (2005),Greenhornes,East Grand Blues (ep),,5,Rock,
Y:\Greenhornes\Greenhornes - Gun For You (2002),Greenhornes,Gun For You,Rock,12,Rock,
Y:\Greenhornes\Greenhornes - Sewed Soles (2005),Greenhornes,Sewed Soles,,19,Rock,
Y:\Greenhornes\Greenhornes - The Greenhornes (2001),Greenhornes,The Greenhornes,,12,Rock,
Y:\Grimes\Grimes - Art Angels (2015),Grimes,Art Angels,Blues,14,Rock,
Y:\Grimes\Grimes - Geidi Primes (2011),Grimes,Geidi Primes,,11,Rock,
Y:\Grimes\Grimes - Halfaxa (2010),Grimes,Halfaxa,"Experimental, Darkwave",15,Rock,
Y:\Grizzly Bear\Grizzly Bear - Painted Ruins (2017),Grizzly Bear,Painted Ruins,Indie Rock,11,Rock,
Y:\Grizzly Bear\Grizzly Bear - Yellow House (2006),Grizzly Bear,Yellow House,,11,Rock,
Y:\Groove Armada\Groove Armada - Vertigo(1999),Groove Armada,Vertigo,,13,Electronic,
Y:\Grouper\Grouper - A I A  Alien Observer (single) (2011),Grouper,A I A : Alien Observer (single),,6,Electronic,
Y:\Grouper\Grouper - A I A _ Dream Loss(2011),Grouper,A I A : Dream Loss,,7,Electronic,
Y:\Grouper\Grouper - Cover The Windows And The Walls(2009),Grouper,Cover The Windows And The Walls,,7,Electronic,
Y:\Grouper\Grouper - Dragging A Dead Deer Up A Hill(2008),Grouper,Dragging A Dead Deer Up A Hill,,12,Electronic,
Y:\Grouper\Grouper - Grid Of Points (EP) (2018),Grouper,Grid Of Points,Experimental,7,Electronic,
Y:\Grouper\Grouper - Hold Sick(2010),Grouper,Hold Sick,,2,Electronic,
Y:\Grouper\Grouper - Ruins(2014),Grouper,Ruins,,8,Electronic,
Y:\Grouper\Grouper - The Man Who Died in His Boat(2013),Grouper,The Man Who Died in His Boat,,11,Electronic,
Y:\Hot Chip\Hot Chip - Various Artists (2007),Grovesnor,DJ-Kicks,Blues,24,,
Y:\Gun Club\Gun Club - Fire Of Love (1981),Gun Club,Fire Of Love,,11,Rock,
Y:\Gun Club\Gun Club - Miami (1982),Gun Club,Miami,,12,Rock,
Y:\Gun Club\Gun Club - The Las Vegas Story (Vinyl) (1984),Gun Club,The Las Vegas Story (Vinyl),,10,Rock,
Y:\Guns N' Roses\Guns N' Roses - Appetite For Destruction (1987),Guns N' Roses,Appetite For Destruction,Blues,12,Rock,
Y:\Half Japanese\Half Japanese - Half Gentlemen  Not Beasts (1979),Half Japanese,Half Gentlemen/Not Beasts,Other,50,Rock,
Y:\Hank Williams\Hank Williams - 40 Greatest Hits (1978),Hank Williams,40 Greatest Hits [CD 1],,40,Rock,
Y:\Hank Williams\Hank Williams - Various Artists (1999),"Hank Williams, Sr.",Live At The Grand Ole Opry [CD 1],,31,Rock,
Y:\Compilations\Various Artists - The Lion King (The Legacy Collection) (2014),Hans Zimmer,The Lion King (The Legacy Collection) [CD 1],,33,Rock,
Y:\Happy Mondays\Happy Mondays - Bummed (1988),Happy Mondays,Bummed,Alternative Rock,10,Rock,
Y:\Happy Mondays\Happy Mondays - Hallelujah (1990),Happy Mondays,Hallelujah,Rave,7,Rock,
Y:\Happy Mondays\Happy Mondays - Live (1991),Happy Mondays,Live,Madchester,13,Rock,
Y:\Happy Mondays\Happy Mondays - Pills 'N' Thrills And Bellyaches (1990),Happy Mondays,Pills 'n' Thrills and Bellyaches,Indie,10,Rock,
Y:\Happy Mondays\Happy Mondays - Squerrel And G-man (1987),Happy Mondays,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile (White Out),Alternative Rock,10,Rock,
Y:\Happy Mondays\Happy Mondays - The Factory Singles (Best Of Deluxe) (2025),Happy Mondays,The Factory Singles [Best Of Deluxe],Indie / Alternative,25,Rock,
Y:\Harmonia\Harmonia - Deluxe(1975),Harmonia,Deluxe,,6,Krautrock,
Y:\Harmonia\Harmonia - Live 1974(2007),Harmonia,Live 1974,,5,Krautrock,
Y:\Harmonia\Harmonia - Musik Von Harmonia(1974),Harmonia,Musik Von Harmonia,,8,Krautrock,
Y:\Harmonia & Brian Eno\Harmonia & Brian Eno - Tracks & Traces(1997),Harmonia & Brian Eno,Tracks & Traces,,9,Krautrock,
Y:\Haroumi Hosono\Haroumi Hosono - Medicine Compilation from the Quiet Lodge (1992),Haroumi Hosono,Medicine Compilation from the Quiet Lodge,,10,,
Y:\Haruomi Hosono\Haruomi Hosono - Hosono House (1973),Haruomi Hosono,Hosono House,Blues,11,,
Y:\Haruomi Hosono\Haruomi Hosono - Philharmony (1982),Haruomi Hosono,Philharmony,Blues,10,,
"Y:\Haruomi Hosono\Haruomi Hosono - Tropical Dandy (2000, Remaster) (1975)",Haruomi Hosono,"Tropical Dandy (2000, Remaster)",Blues,10,,
Y:\Compilations\Various Artists - Pebbles Vol.06 - Chicago 1 (1994),Haymarket Riot,Pebbles Vol.06 - Chicago 1,,24,Rock,
Y:\Heavy Trash\Heavy Trash - Going Way Out With Heavy Trash (2007),Heavy Trash,Going Way Out With Heavy Trash,,13,Rock,
Y:\Heavy Trash\Heavy Trash - Midnight Soul Serenade (2009),Heavy Trash,Midnight Soul Serenade,,11,Rock,
Y:\Helen\Helen - The Original Faces (2015),Helen,The Original Faces,Blues,12,Rock,
Y:\Henrik Schwarz\Henrik Schwarz - DJ Kicks (2006),Henrik Schwarz,DJ Kicks,,2,Electronic,
Y:\Compilations\Various Artists - Henrik Schwarz - House Masters (2014),Henrik Schwarz,Henrik Schwarz - House Masters,,20,Electronic,
Y:\The Herbaliser\The Herbaliser - Something Wicked This Way Comes(2002),Herbaliser,Something Wicked This Way Comes,"Hip-Hop, Trip-Hop",13,Electronic,
Y:\John Cage\John Cage - Herbert Henck (2005),"Herbert Henck, John Cage",Early Piano Music,,21,Classical,
Y:\Herbie Hancock\Herbie Hancock - Head Hunters (1973),Herbie Hancock,Head Hunters (CD 20),,4,Jazz,
Y:\Compilations\Various Artists - DJ-Kicks Hercules & Love Affair (2012),Hercules & Love Affair,DJ-Kicks: Hercules & Love Affair,,15,Electronic,
Y:\Herman's Hermits\Herman's Hermits - Retrospective (2004),Herman's Hermits,Retrospective (Cat #: ABKCO Records - 92282),,26,Rock,
Y:\Heron Oblivion\Heron Oblivion - Heron Oblivion (2016),Heron Oblivion,Heron Oblivion,Psychedelic Rock,7,Rock,
Y:\Johann Sebastian Bach\Johann Sebastian Bach - Hilary Hahn (2003),"Hilary Hahn, Los Angeles Chamber Orchestra, Jeffrey Kahane",Johann Sebastian Bach - Violin Concertos,,12,Classical,
Y:\Wiggle\Wiggle - Various Artists (2006),Hipp-E,Fabric 28,Blues,18,Electronic,
Y:\Holger Czukay\Holger Czukay - Canaxis 5 (2006),Holger Czukay,Canaxis 5,,4,Electronic,
Y:\Holger Czukay\Holger Czukay - Good Morning Story (1999),Holger Czukay,Good Morning Story,,6,Krautrock,
Y:\Holger Czukay\Holger Czukay - Movies (1980),Holger Czukay,Movies,,4,Krautrock,
Y:\Holger Czukay\Holger Czukay - Moving Pictures (1993),Holger Czukay,Moving Pictures,,6,Krautrock,
Y:\Holger Czukay\Holger Czukay - On The Way To The Peak Of Normal (1981),Holger Czukay,On The Way To The Peak Of Normal,,6,Krautrock,
Y:\Holger Czukay\Holger Czukay - Radio Wave Surfer (1991),Holger Czukay,Radio Wave Surfer,,13,Krautrock,
Y:\Holger Czukay\Holger Czukay - Rome Remains Rome - Der Osten Ist Rot (1987),Holger Czukay,Rome Remains Rome - Der Osten Ist Rot,,13,Krautrock,
Y:\Holger Czukay\Holger Czukay - U-She (2000),"Holger Czukay, U-She",The New Millennium,,9,Krautrock,
Y:\Holly Herndon\Holly Herndon - Movement (2012),Holly Herndon,Movement,Experimental,7,Electronic,
Y:\Hookworms\Hookworms - Hookworks (Expanded Edition) (2016),Hookworms,Hookworks (Expanded Edition),Rock,7,,
Y:\Hookworms\Hookworms - Pearl Mystic (2013),Hookworms,Pearl Mystic,,9,,
Y:\Hookworms\Hookworms - The Hum (2014),Hookworms,The Hum,Rock,9,,
Y:\Compilations\Various Artists - Blue Note Trip 7 (2008),Horace Silver,Blue Note Trip 7 (CD 2): Beats,,34,Jazz,
Y:\Compilations\Various Artists - Blue Note A Story Of Jazz (3 CD) (2005),Horace Silver,Blue Note: A Story Of Jazz (3 CD),,38,Jazz,
Y:\Horse Feathers\Horse Feathers - Words Are Dead (2006),Horse Feathers,Words Are Dead,"Folk-Rock, Indie Folk, Contemporary Folk, Americana",12,,
Y:\Hot Chip\Hot Chip - Coming On Strong (2004),Hot Chip,Coming On Strong,Blues,14,Electronic,
Y:\Hot Chip\Hot Chip - In Our Heads (2012),Hot Chip,In Our Heads,,11,Electronic,
Y:\Hot Chip\Hot Chip - Made In The Dark (2008),Hot Chip,Made In The Dark,Blues,13,Electronic,
Y:\Hot Chip\Hot Chip - One Life Stand (2010),Hot Chip,One Life Stand,,10,Electronic,
Y:\Hot Chip\Hot Chip - The Warning (Japan) (2006),Hot Chip,The Warning (Japan),Blues,14,Electronic,
Y:\Hot Chip\Hot Chip - Why Make Sense (2015),Hot Chip,Why Make Sense?,Blues,10,Electronic,
Y:\Hot Chip Lcd Soundsystem\Hot Chip Lcd Soundsystem - Live 10Th November London Alexandra Palace(2010),"Hot Chip, Lcd Soundsystem",Live 10Th November London Alexandra Palace [CD 1],Blues,24,Electronic,
Y:\Howlin_ Wolf\Howlin_ Wolf - ABC of the Blues [52-CD Box Set](2010),Howlin' Wolf,ABC of the Blues [52-CD Box Set]  [CD 16],,20,Blues,
Y:\Howlin_ Wolf\Howlin_ Wolf - Moanin_ In The Moonlight(1986),Howlin' Wolf,Moanin' In The Moonlight,,24,Blues,
Y:\Huey 'piano' smith\Huey 'piano' smith - Frankie Lee Sims (2010),Huey 'piano' smith,ABC of the Blues [52-CD Box Set]  [CD 40],,20,Blues,
Y:\Human League\Human League - Dare! (1981),Human League,Dare!,,12,Rock,
Y:\Compilations\Various Artists - LateNightTales - Groove Armada (2008),Human League,LateNightTales - Groove Armada,,18,Rock,
Y:\Hurray for the Riff Raff\Hurray for the Riff Raff - It Don_t Mean I Don_t Love You(2008),Hurray for the Riff Raff,It Don't Mean I Don't Love You,,10,Rock,
Y:\Hurray for the Riff Raff\Hurray for the Riff Raff - Look Out Mama(2012),Hurray for the Riff Raff,Look Out Mama,,10,Rock,
Y:\Hurray for the Riff Raff\Hurray for the Riff Raff - Small Town Heroes(2014),Hurray For The Riff Raff,Small Town Heroes,Indie Rock,12,Rock,
